Region,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
North of Scotland,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female, ,2015-2019,0,1,0,0,0,0,0,1,5,4,18,20,20,20,10,13,3,1,2,118,0,.541967232661113,0,0,0,0,0,.472875841718998,2.36669585591556,1.61487623992216,6.77698085502908,8.00614872221866,8.88170457674237,9.23561437615734,5.4260242977368,9.11717676101776,2.7388505957,1.42458259729899,4.78205771943667,3.33334086630704,2.75909434089929,3.99186000205262,3.15091781188868,2.60678733675628, ,3.74585740750927, ,1.83967229758321,1.49743872503431, ,2.21660032276586, ,90.2162082967638,74.6743401747455,108.038897874757
North of Scotland,C81,Hodgkin lymphoma,All,d,2015-2019,0,4,7,21,22,12,17,12,10,16,11,10,14,11,16,15,14,2,1,215,0,1.05728083229147,1.941009935198,5.64331052719269,5.06111293873523,2.63603013861125,3.83685684687104,2.84544266788705,2.39744911414255,3.30932007950641,2.11170132096516,2.02775592307505,3.14644216052698,2.58451966701988,4.53295029903307,5.73986913098381,7.35684370385551,1.7660979831161,1.6679454248257,3.0798188780005,2.68187532390881,3.52017020007671,3.11504160394219,2.71017419834173, ,3.54768192093403, ,2.74131634050446,2.3409065620034, ,3.17287340673042, ,93.974965362257,81.8324553013476,107.411469870666
North of Scotland,C81,Hodgkin lymphoma,Male, ,2015-2019,0,4,3,8,11,7,7,8,4,10,6,8,5,5,10,10,8,1,1,116,0,2.06381310108557,1.62649230669139,4.16753490310481,4.90701212031994,2.97727910715653,3.16118426994707,3.80490356947516,1.94320969661639,4.24113390956206,2.35015785226908,3.28747308381413,2.27515755466066,2.39168077758325,5.92859598989767,8.42161998281989,9.90540339755337,2.32298829213901,5.51541558656445,3.3711737904025,2.78566613235733,4.04340184212263,3.42714033073711,2.82789166281958, ,4.0831174614863, ,2.82803710004174,2.27449320812407, ,3.44096319160314, ,88.9047667824199,73.4637290239921,106.632799176633
North of Scotland,C81,Hodgkin lymphoma,Female, ,2015-2019,0,0,4,13,11,5,10,4,6,6,5,2,9,6,6,5,6,1,0,99,0,0,2.27026352083818,7.21572806696196,5.22520639565263,2.2715295571426,4.51192275588242,1.89150336687599,2.84003502709867,2.42231435988324,1.88249468195252,.800614872221866,3.99676705953407,2.7706843128472,3.25561457864208,3.50660644654529,5.47770119140001,1.42458259729899,0,2.79661648952879,2.27295188390808,3.40478022981846,2.80294287714727,2.27594282564831, ,3.38400133440751, ,2.65459558096718,2.09458396532472, ,3.27994793333543, ,100.704276859296,81.847466988048,122.603843677711
North of Scotland,C64-C65,Kidney,All,d,2015-2019,10,1,1,0,3,1,18,19,40,87,106,129,185,221,212,175,152,112,37,1509,2.83998125612371,.264320208072868,.277287133599714,0,.690151764372986,.219669178217604,4.06255430845169,4.50528422415449,9.58979645657021,17.9944279323161,20.3491218202097,26.1580514076682,41.577985692678,51.9253496737631,60.0615914621881,66.9651398614778,79.8743030704313,98.9014870545018,61.7139807185509,21.6160311018732,20.5390265854178,22.7348558396388,21.5519426250648,20.464853089087, ,22.6667680248451, ,10.7676715348231,10.1549072136598, ,11.3981336752918, ,99.5596546196896,94.5991603838693,104.712765472785
North of Scotland,C64-C65,Kidney,Male, ,2015-2019,6,1,0,0,1,1,10,14,27,59,67,85,124,144,141,107,90,58,22,957,3.30981525714506,.515953275271391,0,0,.446092010938176,.425325586736647,4.51597752849582,6.65858124658153,13.1166654521606,25.0226900664162,26.243429350338,34.9294015155251,56.4239073555844,68.8804063943977,83.5932034575572,90.1113338161729,111.435788222475,134.733320944062,121.339142904418,27.8121837708206,26.0777827717866,29.6316149718137,28.7612547821225,26.945630520577, ,30.6352367577716, ,14.2940129073764,13.2992953379151, ,15.3240952215329, ,100.773444499489,94.4890921359261,107.365891560273
North of Scotland,C64-C65,Kidney,Female, ,2015-2019,4,0,1,0,2,0,8,5,13,28,39,44,61,77,71,68,62,54,15,552,2.34142686553186,0,.567565880209545,0,.950037526482296,0,3.60953820470594,2.36437920859499,6.15340922538045,11.3041336794551,14.6834585192297,17.6135271888811,27.0891989590642,35.5571153482057,38.5247725139313,47.689847673016,56.6029123111334,76.9274602541455,35.8654328957751,15.5932555779787,14.3194001257698,16.9500422274779,14.3426304680071,13.1655514319527, ,15.5693869869657, ,7.24133016226978,6.53765157966383, ,7.98045876163601, ,97.5231840365937,89.5562499296949,106.008785613237
North of Scotland,C91-C95,Leukaemias,All,d,2015-2019,34,19,11,6,9,8,15,14,14,24,57,62,85,128,131,135,94,67,35,948,9.65593627082061,5.02208395338449,3.05015846959685,1.61237443634077,2.07045529311896,1.75735342574083,3.38546192370974,3.31968311253489,3.35642875979957,4.96398011925962,10.9424522995468,12.5720867230653,19.103398831771,30.0744106707768,37.1135305733332,51.6588221788543,49.3959505830299,59.1642824343895,58.3780898688995,13.5798525411371,12.7290510137358,14.4725680416026,13.6090674600747,12.7443403026974, ,14.5017764394979, ,7.88027366488283,7.23815507454397, ,8.54929114911751, ,97.3760197654382,91.2752417122363,103.777347169761
North of Scotland,C91-C95,Leukaemias,Male, ,2015-2019,16,11,9,2,7,3,12,8,8,13,34,39,53,85,86,84,46,35,18,569,8.8261740190535,5.67548602798531,4.87947692007417,1.0418837257762,3.12264407656723,1.27597676020994,5.41917303419498,3.80490356947516,3.88641939323277,5.51347408243068,13.3175611628581,16.0264312835939,24.116670079403,40.6585732189153,50.98592551312,70.7416078556871,56.9560695359319,81.3045902248653,99.2774805581601,16.5361886787847,15.2052087491629,17.9524691236048,17.2920095924772,15.8796228064066, ,18.7637094365848, ,9.56536922826572,8.61011362615756, ,10.5701527357197, ,97.4776524155533,89.6317816727865,105.826353292451
North of Scotland,C91-C95,Leukaemias,Female, ,2015-2019,18,8,2,4,2,5,3,6,6,11,23,23,32,43,45,51,48,32,17,379,10.5364208948933,4.33573786128891,1.13513176041909,2.22022402060368,.950037526482296,2.2715295571426,1.35357682676473,2.83725505031399,2.84003502709867,4.44090965978595,8.65947553698161,9.20707103055146,14.2107273227878,19.8565709087383,24.4171093398156,35.767385754762,43.8216095312001,45.5866431135677,40.6474906152117,10.7062388841557,9.65537139275872,11.8402778458423,9.92612532767224,8.94691882018285, ,10.9554498351051, ,6.19517810149994,5.35470945005871, ,7.09601754839315, ,97.223834015542,87.6808593386825,107.522092532951
North of Scotland,C91.0,Acute lymphoblastic leukaemia,All,d,2015-2019,30,16,8,3,2,1,3,4,0,0,3,2,2,4,3,3,1,0,3,88,8.51994376837113,4.22912332916588,2.21829706879771,.806187218170385,.460101176248657,.219669178217604,.677092384741949,.948480889295682,0,0,.575918542081408,.40555118461501,.449491737218141,.939825333461776,.8499281810687,1.14797382619676,.525488835989679,0,5.0038362744771,1.26057702913509,1.01101963880309,1.55306615655012,1.27664227108475,1.02229675673223, ,1.55881794103919, ,2.00008357289139,1.56285763335884, ,2.49041731245156, ,104.484448693763,83.7995831570783,128.727763081181
North of Scotland,C91.0,Acute lymphoblastic leukaemia,Male, ,2015-2019,13,10,7,2,1,0,2,3,0,0,1,1,2,1,1,2,1,0,1,48,7.17126639048097,5.15953275271391,3.79514871561324,1.0418837257762,.446092010938176,0,.903195505699164,1.42683883855319,0,0,.39169297537818,.410934135476766,.910063021864264,.478336155516651,.592859598989767,1.68432399656398,1.23817542469417,0,5.51541558656445,1.39496846499414,1.02853962563357,1.84952580320039,1.41189233066797,1.03758184449846, ,1.84296301449069, ,2.11716625119306,1.51331348289914, ,2.82082012018171, ,101.457701529465,74.8068999174094,134.518192791504
North of Scotland,C91.0,Acute lymphoblastic leukaemia,Female, ,2015-2019,17,6,1,1,1,1,1,1,0,0,2,1,0,3,2,1,0,0,2,40,9.95106417851038,3.25180339596668,.567565880209545,.55505600515092,.475018763241148,.45430591142852,.451192275588242,.472875841718998,0,0,.752997872781009,.400307436110933,0,1.3853421564236,1.08520485954736,.701321289309058,0,0,4.78205771943667,1.12994605637527,.807250028864161,1.53866582082626,1.14139221150153,.814763867146745, ,1.52221698814998, ,1.88300089458971,1.28322397024591, ,2.59596888461602, ,108.363776716514,77.4166708124546,147.560707441395
North of Scotland,C92.0,Acute myeloid leukaemia,All,d,2015-2019,1,2,1,1,2,4,5,2,3,10,16,17,24,22,30,27,29,20,11,227,.283998125612371,.528640416145736,.277287133599714,.268729072723462,.460101176248657,.878676712870417,1.12848730790325,.474240444647841,.719234734242766,2.06832504969151,3.07156555776751,3.44718506922759,5.39390084661769,5.16903933403977,8.499281810687,10.3317644357709,15.2391762437007,17.660979831161,18.3473996730827,3.25171574560983,2.84243533363402,3.70337881233832,3.24655520260484,2.83137472724702, ,3.68972600495424, ,1.62498997814877,1.38111515152747, ,1.88840101637336, ,98.7563388068105,86.3262747439713,112.473586664217
North of Scotland,C92.0,Acute myeloid leukaemia,Male, ,2015-2019,1,0,1,0,2,2,5,2,1,5,11,12,9,15,16,20,14,10,5,131,.551635876190844,0,.542164102230463,0,.892184021876352,.850651173473294,2.25798876424791,.95122589236879,.485802424154097,2.12056695478103,4.30862272915998,4.93120962572119,4.09528359838919,7.17504233274976,9.48575358383628,16.8432399656398,17.3344559457184,23.2298829213901,27.5770779328222,3.80710143571317,3.18310936903107,4.51766241786301,4.02584613034769,3.35542010253477, ,4.75642758153979, ,1.96250590374763,1.59125953724423, ,2.37209376271596, ,103.6596126778,86.6695804870321,123.006739996937
North of Scotland,C92.0,Acute myeloid leukaemia,Female, ,2015-2019,0,2,0,1,0,2,0,0,2,5,5,5,15,7,14,7,15,10,6,96,0,1.08393446532223,0,.55505600515092,0,.908611822857039,0,0,.946678342366223,2.0185952999027,1.88249468195252,2.00153718055467,6.66127843255678,3.23246503165507,7.59643401683153,4.90924902516341,13.6942529785,14.2458259729899,14.34617315831,2.71187053530064,2.19662384025146,3.31165807717442,2.467264274862,1.99632854661502, ,2.98732412066293, ,1.28747405254991,.984090725342403, ,1.63099763976982, ,92.7684084836745,75.1427087115107,113.286104650832
North of Scotland,C91.1,Chronic lymphocytic leukaemia,All,d,2015-2019,0,0,0,0,0,0,0,0,4,6,20,26,39,63,63,62,36,22,8,349,0,0,0,0,0,0,0,0,.958979645657021,1.24099502981491,3.83945694720939,5.27216539999513,8.76508887575374,14.802249002023,17.8484918024427,23.7247924080664,18.9175980956285,19.4270778142771,13.3435633986056,4.99933389963801,4.4885281522354,5.55234532207305,5.00887908866324,4.49036206529144, ,5.55531844369394, ,2.14629439993212,1.90958702152621, ,2.39663202138949, ,103.971074588996,93.3478548701586,115.472045119234
North of Scotland,C91.1,Chronic lymphocytic leukaemia,Male, ,2015-2019,0,0,0,0,0,0,0,0,3,3,14,17,26,42,46,39,19,13,6,228,0,0,0,0,0,0,0,0,1.45740727246229,1.27234017286862,5.48370165529451,6.98588030310502,11.8308192842354,20.0901185316993,27.2715415535293,32.8443179329976,23.5253330691892,30.1988477978071,33.0924935193867,6.62610020872216,5.79386856295558,7.54431316533421,6.89322010693027,6.01602343429354, ,7.82924410788839, ,2.94012418589898,2.54795366879858, ,3.35995619115479, ,102.05378905508,89.2359338843678,116.195910126291
North of Scotland,C91.1,Chronic lymphocytic leukaemia,Female, ,2015-2019,0,0,0,0,0,0,0,0,1,3,6,9,13,21,17,23,17,9,2,121,0,0,0,0,0,0,0,0,.473339171183111,1.21115717994162,2.25899361834303,3.6027669249984,5.77310797488254,9.69739509496521,9.22424130615257,16.1303896541083,15.5201533756334,12.8212433756909,4.78205771943667,3.41808682053519,2.83623780965442,4.084177587165,3.1245380703962,2.59087854779458, ,3.70742873906953, ,1.35246461396525,1.09687133793878, ,1.63442635951039, ,107.786759947979,89.438595329985,128.791424058603
North of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,All,d,2015-2019,1,0,2,1,5,3,1,7,4,4,7,8,9,14,5,10,8,0,1,90,.283998125612371,0,.554574267199428,.268729072723462,1.15025294062164,.659007534652813,.22569746158065,1.65984155626744,.958979645657021,.827330019876604,1.34380993152329,1.62220473846004,2.02271281748163,3.28938866711622,1.41654696844783,3.82657942065588,4.20391068791744,0,1.6679454248257,1.28922650706997,1.03669035688806,1.58467825619089,1.26653123755167,1.01708188972813, ,1.54292683862129, ,.877064530890988,.677691232701566, ,1.10175467801704, ,98.7931238931616,79.4413381242475,121.43352191111
North of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,Male, ,2015-2019,0,0,1,0,4,1,1,3,2,3,4,3,7,8,4,5,2,0,0,48,0,0,.542164102230463,0,1.7843680437527,.425325586736647,.451597752849582,1.42683883855319,.971604848308193,1.27234017286862,1.56677190151272,1.2328024064303,3.18522057652492,3.82668924413321,2.37143839595907,4.21080999140995,2.47635084938834,0,0,1.39496846499414,1.02853962563357,1.84952580320039,1.3890097908001,1.02263434221961, ,1.8106127843505, ,.944691970192728,.672455416765868, ,1.26247724511962, ,95.7421865691973,70.5927303751884,126.940249158464
North of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,Female, ,2015-2019,1,0,1,1,1,2,0,4,2,1,3,5,2,6,1,5,6,0,1,42,.585356716382964,0,.567565880209545,.55505600515092,.475018763241148,.908611822857039,0,1.89150336687599,.946678342366223,.403719059980541,1.12949680917151,2.00153718055467,.888170457674237,2.7706843128472,.542602429773681,3.50660644654529,5.47770119140001,0,2.39102885971834,1.18644335919403,.855084015231607,1.60372675357715,1.14405268430325,.822651123090892, ,1.51762933264722, ,.809437091589249,.533856359415323, ,1.1414566034457, ,102.527002118625,73.8924449801029,138.586722229535
North of Scotland,C22,Liver and intrahepatic bile ducts,All,d,2015-2019,2,0,0,0,1,2,1,3,5,8,35,63,89,136,127,128,117,61,34,812,.567996251224742,0,0,0,.230050588124329,.439338356435209,.22569746158065,.711360666971761,1.19872455707128,1.65466003975321,6.71904965761643,12.7748623153728,20.0023823062073,31.9540613377004,35.980292998575,48.9802165843952,61.4821938107925,53.8659884850412,56.7101444440738,11.6316880415647,10.8452989166366,12.4600274787123,11.5726626545984,10.7799900056008, ,12.3930573326564, ,4.83126043057296,4.46604937911611, ,5.21062046959399, ,92.9785334405573,86.6924890342649,99.5999099580284
North of Scotland,C22,Liver and intrahepatic bile ducts,Male, ,2015-2019,1,0,0,0,1,2,1,2,2,7,21,42,63,100,86,86,71,32,12,529,.551635876190844,0,0,0,.446092010938176,.850651173473294,.451597752849582,.95122589236879,.971604848308193,2.96879373669344,8.22555248294177,17.2592336900242,28.6669851887243,47.8336155516651,50.98592551312,72.4259318522511,87.9104551532861,74.3356253484482,66.1849870387734,15.3737149579562,14.0913706159642,16.7414035673681,15.9466399617406,14.6002321779005, ,17.351581616099, ,6.71699456062445,6.10763956349313, ,7.35490901498923, ,88.7084586472049,81.3091546829922,96.6002108217484
North of Scotland,C22,Liver and intrahepatic bile ducts,Female, ,2015-2019,1,0,0,0,0,0,0,1,3,1,14,21,26,36,41,42,46,29,22,283,.585356716382964,0,0,0,0,0,0,.472875841718998,1.42001751354933,.403719059980541,5.27098510946707,8.4064561583296,11.5462159497651,16.6241058770832,22.2466996207209,29.4554941509804,41.9957091340667,41.3128953216708,52.6026349138034,7.99436834885503,7.08999989751285,8.98212809990247,7.1986853474562,6.38095890615878, ,8.06499738595233, ,2.94552630052147,2.55277734808154, ,3.36596681505677, ,102.171820405393,90.613562522008,114.795858663794
North of Scotland,C33-C34,"Trachea, bronchus and lung",All,d,2015-2019,0,0,1,0,1,3,4,15,26,91,173,405,652,989,1161,1125,871,484,199,6200,0,0,.277287133599714,0,.230050588124329,.659007534652813,.902789846322598,3.55680333485881,6.23336769677064,18.8217579521927,33.2113025933612,82.1241148845396,146.534306333114,232.371813698424,328.922206073587,430.490184823786,457.700776147011,427.395711914097,331.921139540314,88.8133815981538,86.6162761599506,91.0521251758529,87.7341759668833,85.5345921969108, ,89.9612954300486, ,35.1240615551643,34.173832137638, ,36.0871402612807, ,84.0058352429464,81.9276610519423,86.1233936643825
North of Scotland,C33-C34,"Trachea, bronchus and lung",Male, ,2015-2019,0,0,0,0,1,2,0,7,12,48,81,199,331,507,635,577,451,244,92,3187,0,0,0,0,.446092010938176,.850651173473294,0,3.32929062329077,5.82962908984916,20.3574427658979,31.7271310056325,81.7758929598764,150.615430118536,242.516430846942,376.465845358502,485.927473008708,558.417116537071,566.809143281918,507.418233963929,92.6200937070066,89.4321057245048,95.8926987723233,97.8527502716458,94.4388391038982, ,101.326430171694, ,37.9589411302128,36.5594250550664, ,39.3843768488101, ,86.8357733207362,83.8468819180403,89.9039972907864
North of Scotland,C33-C34,"Trachea, bronchus and lung",Female, ,2015-2019,0,0,1,0,0,1,4,8,14,43,92,206,321,482,526,548,420,240,107,3013,0,0,.567565880209545,0,0,.45430591142852,1.80476910235297,3.78300673375199,6.62674839656356,17.3599195791633,34.6379021479264,82.4633318388522,142.551358456715,222.578306465392,285.408878060956,384.324066541364,383.439083398001,341.899823351758,255.840087989862,85.1131866964671,82.1009276432973,88.2077090151564,77.6156016621208,74.8589133865067, ,80.4214380353221, ,32.2891819801157,31.0113442100448, ,33.5924576666212, ,81.2065182611063,78.3325209487889,84.1590029809914
North of Scotland,C45,Mesothelioma,All,d,2015-2019,0,0,0,0,0,0,1,1,0,2,0,7,11,43,54,54,39,25,11,248,0,0,0,0,0,0,.22569746158065,.23712022232392,0,.413665009938302,0,1.41942914615254,2.47220455469977,10.1031223347141,15.2987072592366,20.6635288715417,20.4940646035975,22.0762247889513,18.3473996730827,3.55253526392615,3.12411448057964,4.02329919084708,3.83529364880629,3.36520771690483, ,4.33566529472929, ,1.31417476529281,1.14512396921309, ,1.49469466959249, ,87.3804799434503,76.8427622614605,98.9596972680807
North of Scotland,C45,Mesothelioma,Male, ,2015-2019,0,0,0,0,0,0,0,1,0,2,0,5,9,32,47,50,35,23,9,213,0,0,0,0,0,0,0,.475612946184395,0,.848226781912412,0,2.05467067738383,4.09528359838919,15.3067569765328,27.8644011525191,42.1080999140995,43.336139864296,53.4287307191972,49.63874027908,6.19017256341149,5.38672511934062,7.07966523665629,6.77257693898547,5.88019561226315, ,7.72707949842531, ,2.24120863390165,1.93257448261141, ,2.57237203337226, ,87.5352746198726,76.1737185503244,100.113596892352
North of Scotland,C45,Mesothelioma,Female, ,2015-2019,0,0,0,0,0,0,1,0,0,0,0,2,2,11,7,4,4,2,2,35,0,0,0,0,0,0,.451192275588242,0,0,0,0,.800614872221866,.888170457674237,5.07958790688654,3.79821700841576,2.80528515723623,3.65180079426667,2.84916519459798,4.78205771943667,.98870279932836,.68866772587395,1.37504625346846,.898010358627111,.624804113189537, ,1.21999126744888, ,.387140896683972,.259232667252913, ,.540293040934544, ,86.4501219540419,60.2156774796824,120.231192210186
North of Scotland,C60,Penis,Male, ,2015-2019,0,0,0,0,0,0,0,2,2,2,4,9,12,16,19,10,8,7,1,92,0,0,0,0,0,0,0,.95122589236879,.971604848308193,.848226781912412,1.56677190151272,3.69840721929089,5.46037813118558,7.65337848826641,11.2643323808056,8.42161998281989,9.90540339755337,16.2609180449731,5.51541558656445,2.67368955790543,2.15537114491056,3.27904289474776,2.73938746349899,2.20398127973221, ,3.33213607159035, ,1.26496659162415,1.00255465082776, ,1.55742295074899, ,90.6546939942272,73.080478250783,111.179934610725
North of Scotland,C61,Prostate,Male, ,2015-2019,0,0,0,0,0,0,0,0,2,30,134,352,723,1065,1180,906,501,258,106,5257,0,0,0,0,0,0,0,0,.971604848308193,12.7234017286862,52.4868587006761,144.648815687822,328.987782403931,509.428005625233,699.574326807925,762.998770443482,620.32588777178,599.330979371864,584.634052175831,152.778108759879,148.675796697038,156.964926721531,157.635830407535,153.354203389088, ,161.975588168755, ,65.3723281018107,63.5258854007719, ,67.2448542753238, ,99.7092893968441,97.031951498174,102.441779327364
North of Scotland,C62,Testis,Male, ,2015-2019,2,0,1,6,19,35,47,41,35,32,25,16,11,2,5,2,2,0,1,282,1.10327175238169,0,.542164102230463,3.12565117732861,8.47574820782535,14.8863955357826,21.2250943839303,19.5001307935602,17.0030848453934,13.5716285105986,9.79232438445449,6.57494616762825,5.00534662025345,.956672311033302,2.96429799494884,1.68432399656398,2.47635084938834,0,5.51541558656445,8.19543973184056,7.26673226373162,9.20994202250012,8.34191504687548,7.39103049517863, ,9.34950565131174, ,7.68767559013601,6.78336548450112, ,8.64774868001255, ,103.813438056859,92.0492962452983,116.664361760287
North of Scotland,C90,Multiple myeloma and malignant plasma cell neoplasms,All,d,2015-2019,0,1,0,0,0,1,3,0,8,12,26,46,58,85,130,116,101,38,33,658,0,.264320208072868,0,0,0,.219669178217604,.677092384741949,0,1.91795929131404,2.48199005962981,4.9912940313722,9.32767724614524,13.0352603793261,19.9712883360627,36.8302211796437,44.3883212796082,53.0743724349576,33.555861679206,55.0421990192481,9.42567824057826,8.71914936896656,10.1742114467217,9.40392459571202,8.68770791264727, ,10.1481053221379, ,3.78832950388323,3.47210232908492, ,4.11814167808953, ,100.253322824815,92.7385461431961,108.21486567035
North of Scotland,C90,Multiple myeloma and malignant plasma cell neoplasms,Male, ,2015-2019,0,0,0,0,0,0,3,0,7,8,19,26,39,51,80,61,51,17,15,377,0,0,0,0,0,0,1.35479325854875,0,3.40061696907868,3.39290712764965,7.44216653218541,10.6842875223959,17.7462289263532,24.3951439313492,47.4287679191814,51.3718818952014,63.1469466594027,39.4908009663631,82.7312337984667,10.9563148188081,9.87812645965527,12.1200727134925,11.6102069373231,10.4491006688056, ,12.8316035489321, ,4.76963890282506,4.26256589038633, ,5.30479768601369, ,98.8711170722386,89.1414142253717,109.3730098119
North of Scotland,C90,Multiple myeloma and malignant plasma cell neoplasms,Female, ,2015-2019,0,1,0,0,0,1,0,0,1,4,7,20,19,34,50,55,50,21,18,281,0,.541967232661113,0,0,0,.45430591142852,0,0,.473339171183111,1.61487623992216,2.63549255473353,8.00614872221866,8.43761934790525,15.7005444394675,27.130121488684,38.5726709119982,45.6475099283334,29.9162345432788,43.0385194749301,7.93787104603626,7.03680059250362,8.92233853834079,7.19764225410097,6.37760594777774, ,8.06655511428574, ,2.8070201049414,2.43815139349749, ,3.20149315918854, ,102.16960742779,90.5717855473024,114.840845928748
North of Scotland,C82-C86,Non-Hodgkin lymphoma,All,d,2015-2019,0,6,5,1,7,11,15,29,25,46,91,101,162,192,227,208,171,116,40,1453,0,1.58592124843721,1.38643566799857,.268729072723462,1.6103541168703,2.41636096039365,3.38546192370974,6.87648644739369,5.99362278535638,9.51429522858094,17.4695291098027,20.480334823058,36.4088307146694,45.1116160061653,64.3112323675316,79.5928519496422,89.8585909542352,102.433683020734,66.717816993028,20.8138457196964,19.7572708053732,21.9122477013063,20.6492573201408,19.5876367381103, ,21.7384995276773, ,9.74903244377956,9.1830633533099, ,10.3316869532652, ,101.911142934008,96.7378194375154,107.289264923301
North of Scotland,C82-C86,Non-Hodgkin lymphoma,Male, ,2015-2019,0,5,3,1,3,6,8,15,14,28,51,58,93,109,125,118,83,59,20,799,0,2.57976637635696,1.62649230669139,.520941862888102,1.33827603281453,2.55195352041988,3.61278202279665,7.13419419276593,6.80123393815735,11.8751749467738,19.9763417442872,23.8341798576524,42.3179305166883,52.1386409513149,74.1074498737209,99.3751157972748,102.768560249616,137.056309236201,110.308311731289,23.2204125735483,21.6380433234857,24.8878980819988,24.2977684339856,22.620890926109, ,26.0337512110922, ,11.3723172525373,10.50330440075, ,12.2753777838978, ,101.919537017459,94.9741676857894,109.238500471115
North of Scotland,C82-C86,Non-Hodgkin lymphoma,Female, ,2015-2019,0,1,2,0,4,5,7,14,11,18,40,43,69,83,102,90,88,57,20,654,0,.541967232661113,1.13513176041909,0,1.90007505296459,2.2715295571426,3.15834592911769,6.62026178406598,5.20673088301422,7.26694307964973,15.0599574556202,17.2132197527701,30.6418807897612,38.3277996610529,55.3454478369154,63.1189160378152,80.3396174738668,81.2012080460425,47.8205771943667,18.4746180217356,17.0856539086035,19.9464187201295,17.000746206296,15.7164981768537, ,18.3347116138817, ,8.12574763502176,7.41115623329526, ,8.87275747018018, ,101.900889653309,94.2397472871628,110.018935741312
North of Scotland,C15,Oesophagus,All,d,2015-2019,0,0,0,0,1,0,2,3,10,20,55,88,148,189,239,180,176,117,73,1301,0,0,0,0,.230050588124329,0,.451394923161299,.711360666971761,2.39744911414255,4.13665009938302,10.5585066048258,17.8442521230604,33.2623885541424,44.4067470060689,67.7109450918064,68.8784295718058,92.4860351341836,103.316732012292,121.760016012276,18.6364853966449,17.6374377962483,19.6773808192913,18.8133408293971,17.7851018112221, ,19.8700680128021, ,7.60171350456881,7.15479146203927, ,8.06198409096519, ,105.198190379628,99.5588223642539,111.07377864138
North of Scotland,C15,Oesophagus,Male, ,2015-2019,0,0,0,0,1,0,2,2,9,15,35,68,110,146,178,116,108,51,41,882,0,0,0,0,.446092010938176,0,.903195505699164,.95122589236879,4.37222181738687,6.36170086434309,13.7092541382363,27.9435212124201,50.0534662025345,69.837078705431,105.529008620179,97.6907918007108,133.72294586697,118.472402899089,226.132039049142,25.6325455442673,23.9686069326825,27.3815523298284,27.0892197818377,25.2974623627416, ,28.9414137074123, ,11.1994373791626,10.4206739532542, ,12.0058657624172, ,106.672410899988,99.7477633662196,113.951078177651
North of Scotland,C15,Oesophagus,Female, ,2015-2019,0,0,0,0,0,0,0,1,1,5,20,20,38,43,61,64,68,66,32,419,0,0,0,0,0,0,0,.472875841718998,.473339171183111,2.0185952999027,7.52997872781009,8.00614872221866,16.8752386958105,19.8565709087383,33.0987482161945,44.8845625157797,62.0806135025334,94.0224514217334,76.5129235109868,11.8361849405309,10.7298526368411,13.0256201904232,10.5374618769566,9.54809802315864, ,11.5748975499431, ,4.00398962997501,3.57476448578295, ,4.45719866562922, ,102.224339306047,92.6693949244028,112.497010202832
North of Scotland,C25,Pancreas,All,d,2015-2019,0,0,1,0,0,0,2,2,10,21,36,72,111,167,186,197,160,116,66,1147,0,0,.277287133599714,0,0,0,.451394923161299,.474240444647841,2.39744911414255,4.34348260435217,6.9110225049769,14.5998426461404,24.9467914156068,39.2377076720292,52.6955472262594,75.3836145869208,84.0782137583487,102.433683020734,110.084398038496,16.4304755956585,15.4932553193975,17.4095687873835,16.1812533373011,15.2434456814255, ,17.1466604425989, ,6.38321704445392,5.97853888039017, ,6.80095999634574, ,98.2938976817648,92.687058524631,104.151237930258
