Region,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
South East of Scotland,C03-C06,Mouth (IARC definition),Male, ,2015-2019,0,0,0,0,0,0,0,1,6,7,14,19,29,25,23,30,12,6,1,173,0,0,0,0,0,0,0,.42258818358921,2.57964658841739,2.7047913446677,5.16344135990293,7.51739882174665,13.2385030448557,12.0839496147637,13.4569028060568,25.3429749273501,14.7927170523046,14.237577713445,5.49058364904189,4.67363317166525,4.00312933564905,5.42431699463606,5.03334262417384,4.30589691444988, ,5.81673029689497, ,2.44786981326378,2.07578959949075, ,2.8501715305308, ,87.5298701466643,74.9723776042132,101.589008964875
South East of Scotland,C03-C06,Mouth (IARC definition),Female, ,2015-2019,0,0,0,0,1,0,1,0,1,2,8,5,16,20,20,21,9,11,4,119,0,0,0,0,.375469806595503,0,.375181024844487,0,.419146617486797,.735307634331513,2.83224940788286,1.89828964103343,6.93908352054402,8.99450435783736,10.4699982201003,14.4969556393157,8.15623725587929,15.6809077820069,9.70920918491189,3.03830071670705,2.51698022467678,3.63577979188375,3.00000556532442,2.48394021293695, ,3.56405441834962, ,1.34926593688102,1.09389115660224, ,1.63103089089532, ,86.6986019136441,71.8226031162165,103.747803200941
South East of Scotland,C01-C06,Oral cavity,All,d,2015-2019,1,0,1,0,2,0,4,6,15,46,52,75,105,99,82,93,41,34,10,666,.251928512765218,0,.25697230095568,0,.385548857715122,0,.771633219581736,1.23924695093615,3.18356431861112,8.66624591414765,9.39309751841589,14.5308849115166,23.3522226867955,23.0638052017035,22.6558139791898,35.3297826268643,21.4137235853885,30.278472896314,16.8318998165323,8.74213076967504,8.09071035581606,9.43203842344148,9.1702196176333,8.4811866402706, ,9.88577948837586, ,4.7015853095935,4.32251325118586, ,5.09636280214547, ,95.7151567363007,88.5829359246396,103.268763626155
South East of Scotland,C01-C06,Oral cavity,Male, ,2015-2019,1,0,0,0,0,0,2,4,11,35,33,52,70,61,50,60,21,19,3,422,.490961400614684,0,0,0,0,0,.794145558939498,1.69035273435684,4.72935207876521,13.5239567233385,12.1709689197712,20.5739336174119,31.9550073496517,29.4848370600234,29.254136534906,50.6859498547003,25.887254841533,45.0856627592426,16.4717509471257,11.4004231123857,10.3385230468943,12.5417930332869,12.1787924705417,11.035142104491, ,13.378020665831, ,6.30106848502382,5.67572821147005, ,6.95861852235349, ,95.8875356938976,86.956026799062,105.487455622435
South East of Scotland,C01-C06,Oral cavity,Female, ,2015-2019,0,0,1,0,2,0,2,2,4,11,19,23,35,38,32,33,20,15,7,244,0,0,.528259227368054,0,.750939613191005,0,.750362049688975,.807989399179083,1.67658646994719,4.04419198882332,6.72659234372179,8.73213234875377,15.1792452011901,17.089558279891,16.7519971521605,22.7809302903533,18.1249716797318,21.383056066373,16.9911160735958,6.22979306618925,5.47257338609575,7.06249647348863,6.16164676472489,5.41099308891306, ,6.96034976036657, ,3.10210213416318,2.68430646024161, ,3.54967441753282, ,95.4184842776216,83.8205462125769,108.172567139305
South East of Scotland,C07-C08,Salivary glands,All,d,2015-2019,0,0,0,0,0,5,1,3,1,4,7,7,9,11,9,4,11,7,3,82,0,0,0,0,0,.908805048593806,.192908304895434,.619623475468074,.212237621240741,.75358660123023,1.26445543517137,1.35621592507488,2.00161908743962,2.5626450224115,2.48661372942327,1.51956054309094,5.74514535217741,6.23380324335877,5.04956994495969,1.07635844311314,.856059812292336,1.33604463390776,1.12712518342852,.891965768972945, ,1.38938227190597, ,.581397419053832,.450593112766609, ,.72861741192834, ,103.57436380012,82.3757652484065,128.563095176105
South East of Scotland,C07-C08,Salivary glands,Male, ,2015-2019,0,0,0,0,0,1,1,0,1,1,3,2,1,7,4,4,7,4,2,38,0,0,0,0,0,.374464515742488,.397072779469749,0,.429941098069564,.386398763523957,1.1064517199792,.791305139131226,.456500104995024,3.38350589213383,2.34033092279248,3.37906332364668,8.62908494717767,9.49171847563001,10.9811672980838,1.02657838452763,.726467963735744,1.40905903877304,1.16788432961099,.819331981729552, ,1.57724387674982, ,.482950475398007,.328313530776099, ,.66695765732615, ,94.567770452546,66.921782760215,129.80165347441
South East of Scotland,C07-C08,Salivary glands,Female, ,2015-2019,0,0,0,0,0,4,0,3,0,3,4,5,8,4,5,0,4,3,1,44,0,0,0,0,0,1.41280353200883,0,1.21198409876862,0,1.10296145149727,1.41612470394143,1.89828964103343,3.46954176027201,1.79890087156747,2.61749955502508,0,3.62499433594635,4.2766112132746,2.42730229622797,1.12340530701773,.816268015863104,1.50811918922583,1.08636603724606,.788515342061892, ,1.43119854481681, ,.679844362709658,.477378856093348, ,.917541396767825, ,112.857127999332,82.0021619735579,151.505426682144
South East of Scotland,C73,Thyroid,All,d,2015-2019,0,0,2,7,11,28,37,46,36,49,59,43,31,44,26,23,21,4,5,472,0,0,.51394460191136,1.75175613552586,2.12051871743317,5.08930827212531,7.13760728113106,9.50089329051047,7.64055436466668,9.23143586507032,10.6575529535873,8.33104068260285,6.89446574562535,10.250580089646,7.18355077388945,8.73747312277289,10.9680047632478,3.5621732819193,8.41594990826615,6.19562420913907,5.64922270259083,6.78060541125336,6.16617333574262,5.61919410358067, ,6.7381926872502, ,4.50315535695586,4.07674656480759, ,4.95046864494733, ,109.197814119045,99.5674930840142,119.508101898828
South East of Scotland,C73,Thyroid,Male, ,2015-2019,0,0,0,1,1,6,7,10,8,15,13,13,7,16,15,10,3,1,1,127,0,0,0,.492744339599399,.396183956134512,2.24678709445493,2.77950945628824,4.22588183589211,3.43952878455652,5.79598145285935,4.79462411990986,5.14348340435297,3.19550073496517,7.73372775344876,8.77624096047181,8.44765830911671,3.69817926307615,2.3729296189075,5.49058364904189,3.43093302197391,2.86021427529978,4.08215936578807,3.55535258445705,2.95931559102716, ,4.20526280908245, ,2.3306021047474,1.91884666399966, ,2.78178424626622, ,103.188358503149,86.0234851992693,122.77456930989
South East of Scotland,C73,Thyroid,Female, ,2015-2019,0,0,2,6,10,22,30,36,28,34,46,30,24,28,11,13,18,3,4,345,0,0,1.05651845473611,3.05104396554354,3.75469806595503,7.77041942604856,11.2554307453346,14.5438091852235,11.7361052896303,12.5002297836357,16.2854340953264,11.3897378462006,10.408625280816,12.5923061009723,5.75849902105517,8.97430587195736,16.3124745117586,4.2766112132746,9.70920918491189,8.80851888457087,7.9034497688295,9.7888216088008,8.7769940870282,7.87198832100662, ,9.73053173738364, ,6.67570860916432,5.93747155212829, ,7.45657708716633, ,111.590109252239,100.124304066385,124.009006178111
South East of Scotland,C01-C02,Tongue,All,d,2015-2019,1,0,1,0,1,0,3,5,8,37,30,51,60,54,39,42,20,17,5,374,.251928512765218,0,.25697230095568,0,.192774428857561,0,.578724914686302,1.03270579244679,1.69790096992593,6.97067606137963,5.41909472216301,9.88100173983129,13.3441272495975,12.5802573827473,10.7753261608342,15.9553857024548,10.4457188221407,15.139236448157,8.41594990826615,4.90924460639409,4.4242526965214,5.43288820049223,5.15354552288417,4.64014560431678, ,5.69349501275776, ,2.8030174345211,2.50451181139242, ,3.11808649977325, ,103.626761043729,93.3893121524959,114.680088785233
South East of Scotland,C01-C02,Tongue,Male, ,2015-2019,1,0,0,0,0,0,2,3,5,28,19,33,41,36,27,30,9,13,2,249,.490961400614684,0,0,0,0,0,.794145558939498,1.26776455076763,2.14970549034782,10.8191653786708,7.00752755986826,13.0565347956652,18.716504304796,17.4008874452597,15.7972337288493,25.3429749273501,11.0945377892284,30.8480850457975,10.9811672980838,6.7267899407205,5.91714534229915,7.61628673825902,7.14544984636788,6.27809714309951, ,8.06810735165727, ,3.85319867176004,3.35870779809289, ,4.38115256572655, ,102.700700014462,90.3395191609548,116.281017606191
South East of Scotland,C01-C02,Tongue,Female, ,2015-2019,0,0,1,0,1,0,1,2,3,9,11,18,19,18,12,12,11,4,3,125,0,0,.528259227368054,0,.375469806595503,0,.375181024844487,.807989399179083,1.25743985246039,3.30888435449181,3.89434293583893,6.83384270772034,8.24016168064603,8.09505392205362,6.28199893206018,8.28397465103757,9.96873442385246,5.70214828436614,7.28190688868392,3.1914923494822,2.65657012289543,3.8025190563225,3.16164119940047,2.6306765336213, ,3.74068978465753, ,1.75283619728215,1.43001266265147, ,2.10802438134497, ,105.522153663276,87.8357113313844,125.72488235289
South East of Scotland,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2015-2019,1,0,0,0,1,1,1,10,11,49,76,101,98,70,47,45,19,8,3,541,.251928512765218,0,0,0,.192774428857561,.181761009718761,.192908304895434,2.06541158489358,2.33461383364815,9.23143586507032,13.7283732961463,19.568258347509,21.7954078410092,16.3077410517095,12.9856494758771,17.0950561097731,9.92343288103371,7.1243465638386,5.04956994495969,7.10134046005135,6.51547092028605,7.72575117016809,7.34480072862434,6.73586540073908, ,7.97970967962594, ,4.30753427179324,3.93416964010876, ,4.69758225290843, ,100.883548601731,92.5605286702576,109.754094743811
South East of Scotland,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male, ,2015-2019,1,0,0,0,0,1,1,4,10,41,58,81,77,55,31,34,12,5,1,412,.490961400614684,0,0,0,0,.374464515742488,.397072779469749,1.69035273435684,4.29941098069564,15.8423493044822,21.3913999195978,32.0478581348147,35.1505080846169,26.5846891524801,18.1375646516417,28.7220382509968,14.7927170523046,11.8646480945375,5.49058364904189,11.1302709059311,10.0813382755444,12.258688708557,11.4112239914445,10.3304625403058, ,12.5449803944275, ,6.75131016412789,6.08669682480966, ,7.44986501141877, ,103.026903052759,93.3175005293994,113.472056862285
South East of Scotland,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female, ,2015-2019,0,0,0,0,1,0,0,6,1,8,18,20,21,15,16,11,7,3,2,129,0,0,0,0,.375469806595503,0,0,2.42396819753725,.419146617486797,2.94123053732605,6.37256116773643,7.59315856413372,9.10754712071403,6.74587826837802,8.37599857608024,7.59364343011777,6.34374008790611,4.2766112132746,4.85460459245594,3.29362010466563,2.74981096718778,3.91349974727546,3.27837746580417,2.73623776133735, ,3.86878993651148, ,1.8637583794586,1.53580411983468, ,2.22297630587446, ,94.5981408225534,78.9790555203816,112.402095092073
South East of Scotland,C81,Hodgkin lymphoma,All,d,2015-2019,0,3,6,11,24,24,27,21,14,17,21,9,20,18,17,16,9,5,2,264,0,.710545201332983,1.54183380573408,2.75275964154064,4.62658629258146,4.36226423325027,5.20852423217672,4.33736432827652,2.97132669737038,3.20274305522848,3.79336630551411,1.74370618938199,4.44804241653248,4.19341912758245,4.69693704446618,6.07824217236375,4.70057346996334,4.45271660239912,3.36637996330646,3.46534913392524,3.05990098488501,3.90957331781435,3.50336353086821,3.09009096034424, ,3.94219671922195, ,2.8954496966874,2.52461729406074, ,3.29132270113792, ,106.415501134666,93.9648168610825,120.056937341456
South East of Scotland,C81,Hodgkin lymphoma,Male, ,2015-2019,0,2,4,7,13,12,11,15,10,12,11,4,12,10,12,8,5,4,1,153,0,.929273029708859,2.00154118671377,3.44921037719579,5.15039142974866,4.49357418890986,4.36780057416724,6.33882275383816,4.29941098069564,4.63678516228748,4.05698963992373,1.58261027826245,5.47800125994029,4.83357984590547,7.02099276837745,6.75812664729337,6.16363210512691,9.49171847563001,5.49058364904189,4.13332875875597,3.50433811093178,4.84262375344026,4.23683068043347,3.58651446337804, ,4.94052982091914, ,3.44410357167447,2.87351067824222, ,4.06560533930563, ,110.116992801255,93.3599036169533,129.013489156199
South East of Scotland,C81,Hodgkin lymphoma,Female, ,2015-2019,0,1,2,4,11,12,16,6,4,5,10,5,8,8,5,8,4,1,1,111,0,.483117460348134,1.05651845473611,2.03402931036236,4.13016787255053,4.23841059602649,6.0028963975118,2.42396819753725,1.67658646994719,1.83826908582878,3.54031175985357,1.89828964103343,3.46954176027201,3.59780174313494,2.61749955502508,5.52264976735838,3.62499433594635,1.42553707109153,2.42730229622797,2.83404520634019,2.33140629842753,3.41292146887531,2.76989638130294,2.27672356558768, ,3.31069670970152, ,2.34679582170033,1.88943924704056, ,2.85297872391051, ,101.703278113028,83.6654484667306,122.476981154155
South East of Scotland,C64-C65,Kidney,All,d,2015-2019,4,2,1,0,0,3,12,14,28,67,89,148,163,229,220,202,157,96,36,1471,1.00771405106087,.473696800888655,.25697230095568,0,0,.545283029156284,2.31489965874521,2.89157621885101,5.94265339474075,12.6225755706064,16.0766476757503,28.6742795587261,36.2515456947397,53.3496100120211,60.78389116368,76.7378074260924,81.9988927538049,85.4921587660632,60.5948393395162,19.3088203636516,18.3345831343241,20.32138332672,20.466637492199,19.4213851055471, ,21.5389004988266, ,9.60653705494208,9.07067785994415, ,10.1575575301939, ,94.7171451103693,89.9381390766371,99.6841535189653
South East of Scotland,C64-C65,Kidney,Male, ,2015-2019,3,1,0,0,0,3,6,10,23,48,57,94,104,151,143,127,93,48,17,928,1.47288420184405,.464636514854429,0,0,0,1.12339354722746,2.38243667681849,4.22588183589211,9.88864525559998,18.5471406491499,21.0225826796048,37.1913415391676,47.4760109194825,72.9870556731727,83.6668304898313,107.285260525782,114.643557155361,113.90062170756,93.3399220337122,25.0701247589905,23.4828767867337,26.7364279926875,27.3423940822501,25.5905480913665, ,29.1514173020462, ,12.9010500640032,12.0138742238001, ,13.8193812420652, ,95.9297126408896,89.85617916899,102.305747539711
South East of Scotland,C64-C65,Kidney,Female, ,2015-2019,1,1,1,0,0,0,6,4,5,19,32,54,59,78,77,75,64,48,19,543,.517448358653806,.483117460348134,.528259227368054,0,0,0,2.25108614906692,1.61597879835817,2.09573308743398,6.98542252614938,11.3289976315314,20.501528123161,25.5878704820061,35.0785669955657,40.3094931473862,51.7748415689848,57.9999093751416,68.4257794123936,46.1187436283315,13.8638427661507,12.7221212848706,15.0805285117833,13.5908809021479,12.4686627689535, ,14.7607640465303, ,6.31202404588097,5.7212032423577, ,6.93146005345985, ,92.7142986591222,85.0790485927133,100.85087143318
South East of Scotland,C91-C95,Leukaemias,All,d,2015-2019,27,21,9,9,16,12,12,17,29,30,50,71,89,109,121,157,115,74,48,1016,6.80206984466088,4.97381640933088,2.31275070860112,2.25225788853325,3.08439086172097,2.18113211662513,2.31489965874521,3.51119969431909,6.15489101598149,5.65189950922673,9.03182453693836,13.7559043829024,19.7937887535696,25.3934824948048,33.431140140024,59.6427513163193,60.0628832273093,65.900205715507,80.793119119355,13.3363436366214,12.5288005708223,14.18228003667,14.2372578202447,13.3620266918414, ,15.139860416066, ,7.77167354471131,7.1823941324358, ,8.38385499174871, ,101.300385464488,95.166438554183,107.725960999903
South East of Scotland,C91-C95,Leukaemias,Male, ,2015-2019,20,11,4,5,9,6,6,5,14,14,32,49,56,69,83,100,75,37,17,612,9.81922801229367,5.11100166339872,2.00154118671377,2.46372169799699,3.56565560521061,2.24678709445493,2.38243667681849,2.11294091794605,6.0191753729739,5.40958268933539,11.8021516797781,19.386975908715,25.5640058797214,33.3517009367478,48.561866647944,84.4765830911671,92.4544815769036,87.7983958995776,93.3399220337122,16.5333150350239,15.2492048552574,17.8966793976603,18.2925616356043,16.8495069557026, ,19.7940600424077, ,9.62605135868785,8.70815349882962, ,10.5892806153741, ,102.689189872885,94.7135217271805,111.157109440384
South East of Scotland,C91-C95,Leukaemias,Female, ,2015-2019,7,10,5,4,7,6,6,12,15,16,18,22,33,40,38,57,40,37,31,404,3.62213851057664,4.83117460348134,2.64129613684027,2.03402931036236,2.62828864616852,2.11920529801325,2.25108614906692,4.8479363950745,6.28719926230195,5.88246107465211,6.37256116773643,8.35247442054709,14.311859761122,17.9890087156747,19.8929966181906,39.3488795924284,36.2499433594635,52.7448716303867,75.2463711830671,10.3149032735265,9.33347461527244,11.371464901299,10.181954004885,9.20971199216326, ,11.2022803729102, ,5.91729573073475,5.19328042237641, ,6.68787036189839, ,99.2666714776291,89.8217786255873,109.434615201265
South East of Scotland,C91.0,Acute lymphoblastic leukaemia,All,d,2015-2019,27,18,6,7,6,3,2,1,4,1,3,1,1,6,3,4,2,2,2,99,6.80206984466088,4.2632712079979,1.54183380573408,1.75175613552586,1.15664657314537,.545283029156284,.385816609790868,.206541158489358,.848950484962965,.188396650307558,.541909472216301,.193745132153555,.222402120826624,1.39780637586082,.828871243141091,1.51956054309094,1.04457188221407,1.78108664095965,3.36637996330646,1.29950592522197,1.05617429202124,1.58210183602014,1.30609922268464,1.05922671272198, ,1.57844477327115, ,1.8995554486252,1.50619478298931, ,2.33786343092565, ,107.411207324543,87.2985291173398,130.76929086589
South East of Scotland,C91.0,Acute lymphoblastic leukaemia,Male, ,2015-2019,20,9,3,5,4,2,0,0,2,0,2,0,0,5,2,2,1,1,1,59,9.81922801229367,4.18172863368986,1.50115589003533,2.46372169799699,1.58473582453805,.748929031484976,0,0,.859882196139129,0,.737634479986133,0,0,2.41678992295274,1.17016546139624,1.68953166182334,1.23272642102538,2.3729296189075,5.49058364904189,1.59389801808237,1.21334902094661,2.05601231468777,1.57120172810437,1.19108167090907, ,2.00315845710627, ,2.36402164322936,1.7484633678274, ,3.07098239741316, ,114.84953110329,87.428784363513,148.147527386082
South East of Scotland,C91.0,Acute lymphoblastic leukaemia,Female, ,2015-2019,7,9,3,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,40,3.62213851057664,4.34805714313321,1.58477768210416,1.01701465518118,.750939613191005,.353200883002208,.750362049688975,.403994699589541,.838293234973594,.367653817165757,.354031175985357,.379657928206686,.433692720034001,.449725217891868,.523499911005015,1.38066244183959,.906248583986587,1.42553707109153,2.42730229622797,1.0212775518343,.72961565602629,1.39069016057762,1.04099671726491,.742881829535437, ,1.38861955049667, ,1.43508925402103,.975761787818105, ,1.98161491143544, ,98.0450087305042,70.0447916793302,133.509474178064
South East of Scotland,C92.0,Acute myeloid leukaemia,All,d,2015-2019,0,1,2,1,7,5,3,7,5,5,10,16,17,26,22,40,36,19,9,231,0,.236848400444328,.51394460191136,.250250876503695,1.34942100200293,.908805048593806,.578724914686302,1.44578810942551,1.06118810620371,.941983251537788,1.80636490738767,3.09992211445687,3.78083605405261,6.05716096206354,6.078389116368,15.1956054309094,18.8022938798533,16.9203230891167,15.1487098348791,3.03218049218459,2.65373927654867,3.44945133118988,3.19728503324339,2.79215562067783, ,3.62945909294526, ,1.52599785847492,1.30192726785661, ,1.76759826166288, ,97.6386159510297,85.4525087556448,111.075067805467
South East of Scotland,C92.0,Acute myeloid leukaemia,Male, ,2015-2019,0,1,0,0,4,3,2,2,2,3,4,7,7,14,15,27,17,8,3,119,0,.464636514854429,0,0,1.58473582453805,1.12339354722746,.794145558939498,.845176367178421,.859882196139129,1.15919629057187,1.47526895997227,2.76956798695929,3.19550073496517,6.76701178426766,8.77624096047181,22.8086774346151,20.9563491574315,18.98343695126,16.4717509471257,3.2148112568102,2.66320457187311,3.84700096931119,3.61190344839344,2.98329999251251, ,4.29970805261623, ,1.59751541139352,1.28641901183176, ,1.94179579719887, ,92.4036027833158,76.5487233095759,110.574687307762
South East of Scotland,C92.0,Acute myeloid leukaemia,Female, ,2015-2019,0,0,2,1,3,2,1,5,3,2,6,9,10,12,7,13,19,11,6,112,0,0,1.05651845473611,.508507327590591,1.12640941978651,.706401766004415,.375181024844487,2.01997349794771,1.25743985246039,.735307634331513,2.12418705591214,3.41692135386017,4.33692720034001,5.39670261470242,3.66449937703511,8.97430587195736,17.2187230957452,15.6809077820069,14.5638137773678,2.85957714513605,2.35456697531951,3.44081436907223,2.78266661809334,2.2893498172235, ,3.32339892832214, ,1.45448030555633,1.14251499872064, ,1.80353246485011, ,103.892380251336,85.5446645120998,125.009529962831
South East of Scotland,C91.1,Chronic lymphocytic leukaemia,All,d,2015-2019,0,0,0,0,0,0,0,0,6,6,13,29,40,44,46,64,35,25,11,319,0,0,0,0,0,0,0,0,1.27342572744445,1.13037990184535,2.34827437960397,5.61860883245308,8.89608483306497,10.250580089646,12.7093590614967,24.312968689455,18.2800079387463,22.2635830119956,18.5150897981855,4.18729687015967,3.74035195721808,4.67294762831782,4.55955926790145,4.06629682634335, ,5.0806506856173, ,1.89362931875419,1.67456628674902, ,2.12596296690909, ,93.6582938896306,83.6613676370234,104.520963255026
South East of Scotland,C91.1,Chronic lymphocytic leukaemia,Male, ,2015-2019,0,0,0,0,0,0,0,0,3,4,9,24,29,27,36,40,28,13,5,218,0,0,0,0,0,0,0,0,1.28982329420869,1.54559505409583,3.3193551599376,9.49566166957471,13.2385030448557,13.0506655839448,21.0629783051323,33.7906332364669,34.5163397887107,30.8480850457975,27.4529182452095,5.88931810071112,5.1334310008893,6.72517038546832,6.56508214147973,5.71170913151644, ,7.47700183571575, ,2.71784473255732,2.34617439812256, ,3.11644260974378, ,96.7157120983285,84.3023634092196,110.442267116565
South East of Scotland,C91.1,Chronic lymphocytic leukaemia,Female, ,2015-2019,0,0,0,0,0,0,0,0,3,2,4,5,11,17,10,24,7,12,6,101,0,0,0,0,0,0,0,0,1.25743985246039,.735307634331513,1.41612470394143,1.89828964103343,4.77061992037402,7.64532870416176,5.23499911005015,16.5679493020751,6.34374008790611,17.1064448530984,14.5638137773678,2.57872581838162,2.10041453127417,3.13338563225457,2.55403639432316,2.07878176908909, ,3.07748442393099, ,1.06941390495105,.847012298511871, ,1.31735088818814, ,87.6759236988534,71.4134798152101,106.534195165056
South East of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,All,d,2015-2019,0,0,0,0,2,1,6,5,7,9,9,11,12,9,14,9,5,6,3,108,0,0,0,0,.385548857715122,.181761009718761,1.1574498293726,1.03270579244679,1.48566334868519,1.69556985276802,1.6257284166489,2.1311964536891,2.66882544991949,2.09670956379122,3.86806580132509,3.41901122195461,2.61142970553519,5.34325992287895,5.04956994495969,1.41764282751487,1.16291988885659,1.71157676391914,1.47090369255571,1.20405327140759, ,1.76406458716214, ,.859753611819076,.692700095027481, ,1.04458210531855, ,112.78413024626,92.519008078141,136.168781671703
South East of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,Male, ,2015-2019,0,0,0,0,0,1,4,2,3,3,7,8,10,6,7,5,3,2,1,62,0,0,0,0,0,.374464515742488,1.588291117879,.845176367178421,1.28982329420869,1.15919629057187,2.58172067995146,3.1652205565249,4.56500104995024,2.90014790754328,4.09557911488684,4.22382915455836,3.69817926307615,4.74585923781501,5.49058364904189,1.67494368001876,1.28416971518589,2.14720220583995,1.76844882048765,1.35136947836701, ,2.24076531470537, ,1.01569944445055,.765656346175493, ,1.30053194584172, ,118.822342508619,91.1004086628775,152.32488052059
South East of Scotland,C92.1-C92.2,Chronic myeloid leukaemia,Female, ,2015-2019,0,0,0,0,2,0,2,3,4,6,2,3,2,3,7,4,2,4,2,46,0,0,0,0,.750939613191005,0,.750362049688975,1.21198409876862,1.67658646994719,2.20592290299454,.708062351970715,1.13897378462006,.867385440068003,1.3491756536756,3.66449937703511,2.76132488367919,1.81249716797317,5.70214828436614,4.85460459245594,1.17446918460945,.85985905371414,1.56657730600223,1.17335856462376,.858005189585161, ,1.53730334627432, ,.703807779187603,.493934844623754, ,.950257744886186, ,105.554425367916,77.2791057454416,140.794811389173
South East of Scotland,C22,Liver and intrahepatic bile ducts,All,d,2015-2019,1,0,0,0,1,2,2,3,4,15,25,59,89,112,141,137,112,74,27,804,.251928512765218,0,0,0,.192774428857561,.363522019437522,.385816609790868,.619623475468074,.848950484962965,2.82594975461336,4.51591226846918,11.4309627970597,19.7937887535696,26.0923856827352,38.9569484276313,52.0449486008646,58.4960254039882,65.900205715507,45.4461295046372,10.5535632714996,9.83658464596977,11.3089848373487,11.3645694764722,10.5813646882029, ,12.1753396493003, ,4.61114280782151,4.26647392798187, ,4.96900942190632, ,90.866152709245,84.6929685817005,97.370330454374
South East of Scotland,C22,Liver and intrahepatic bile ducts,Male, ,2015-2019,1,0,0,0,1,0,2,3,2,12,15,46,67,76,100,85,65,38,12,525,.490961400614684,0,0,0,.396183956134512,0,.794145558939498,1.26776455076763,.859882196139129,4.63678516228748,5.53225859989599,18.2000182000182,30.5855070346666,36.7352068288816,58.5082730698121,71.8050956274921,80.1272173666498,90.1713255184851,65.8870037885027,14.1829908388685,12.9955667674666,15.4497532974161,15.8115127184547,14.4707279114125, ,17.2108509623258, ,6.57728327072711,5.98418462213287, ,7.19800450475191, ,87.3096148328228,79.9999056540501,95.1077262182838
South East of Scotland,C22,Liver and intrahepatic bile ducts,Female, ,2015-2019,0,0,0,0,0,2,0,0,2,3,10,13,22,36,41,52,47,36,15,279,0,0,0,0,0,.706401766004415,0,0,.838293234973594,1.10296145149727,3.54031175985357,4.93555306668692,9.54123984074803,16.1901078441072,21.4634963512056,35.8972234878295,42.5936834473696,51.3193345592952,36.4095344434196,7.12341092404427,6.31198914358441,8.01021457496431,6.91762623448973,6.12690519296351, ,7.7556409092938, ,2.64500234491591,2.3029724517892, ,3.01036744274152, ,98.4093756303727,87.1996459602212,110.660500059992
South East of Scotland,C33-C34,"Trachea, bronchus and lung",All,d,2015-2019,1,1,1,0,2,3,7,13,40,96,217,448,693,1137,1373,1254,948,556,252,7042,.251928512765218,.236848400444328,.25697230095568,0,.385548857715122,.545283029156284,1.35035813426804,2.68503506036165,8.48950484962965,18.0860784295255,39.1981184903125,86.7978192047925,154.124669732851,264.884308225625,379.346738944239,476.382230259009,495.127072169471,495.142086186783,424.163875376614,92.4355628829605,90.2890892581779,94.6201811324349,97.8748275933113,95.5677876392148, ,100.209000379052, ,39.0045680355,38.0178385673637, ,40.0037633578257, ,93.9829820964516,91.8005753911029,96.2041719872721
South East of Scotland,C33-C34,"Trachea, bronchus and lung",Male, ,2015-2019,0,1,0,0,1,2,2,10,19,49,106,211,370,573,666,624,471,253,111,3469,0,.464636514854429,0,0,.396183956134512,.748929031484976,.794145558939498,4.22588183589211,8.16888086332172,18.9335394126739,39.094627439265,83.4826921783444,168.905038848159,276.964125170384,389.665098644948,527.133878488883,580.614144302955,600.351193583598,609.45478504365,93.7158004191141,90.622872872594,96.88736669055,106.052969957906,102.499311396701, ,109.666341234069, ,41.4077870724427,39.9502707756959, ,42.891052466464, ,93.9778344357358,90.8762589107049,97.1582685634496
